PREC_ID,PREC_NAME,COUNTY_ID,DEM,REP,OTHER,W,B,I,M,O,P,U,A
G26,G26,41,1710,454,1080,1250,1479,5,32,114,0,273,91
G27,G27,41,1080,921,1006,2223,452,4,11,64,0,199,54
G66,G66,41,970,568,902,1336,609,8,15,110,0,238,124
G57,G57,41,1225,189,452,352,1187,10,26,69,0,154,68
G05,G05,41,1145,49,289,36,1306,5,15,19,0,89,13
G44,G44,41,1189,204,1100,1260,633,4,54,55,0,451,36
H08,H08,41,841,90,275,116,924,5,12,32,0,101,16
FR1,FR1,41,2223,937,1493,1905,1744,15,51,178,0,602,158
MON1,MON1,41,1589,507,851,944,1558,4,21,87,0,306,27
G01,G01,41,775,50,493,364,717,2,23,18,0,182,12
G69,G69,41,1628,129,754,486,1640,5,55,48,0,253,24
G42B,G42B,41,445,303,240,882,43,0,2,12,0,43,6
G75,G75,41,1298,88,369,153,1404,4,16,41,0,110,27
G39,G39,41,613,320,527,1034,153,1,48,48,0,142,34
G59,G59,41,876,196,382,328,792,9,16,69,0,166,74
G40B,G40B,41,530,479,574,1097,228,3,14,46,0,146,49
G19,G19,41,528,569,506,1325,113,4,3,21,0,118,19
H20B,H20B,41,432,398,406,821,251,0,9,28,0,96,31
H07,H07,41,1049,127,343,141,1129,2,14,36,0,173,24
H11,H11,41,1207,311,724,659,1134,6,32,29,0,363,19
FR5A,FR5A,41,691,689,848,1551,335,5,20,80,0,191,46
H14,H14,41,378,683,410,1181,110,2,8,27,0,99,44
H13,H13,41,597,645,563,1347,238,5,5,29,0,150,31
NDRI,NDRI,41,481,1276,935,2174,129,12,14,57,1,234,71
SF3,SF3,41,837,1107,1076,2159,355,8,19,102,0,262,115
G68,G68,41,1010,25,876,22,1292,2,25,23,1,544,2
G40A1,G40A1,41,519,517,620,1259,151,2,17,48,0,120,59
G42A,G42A,41,582,484,502,1135,251,2,14,46,0,101,19
SMAD,SMAD,41,940,921,744,1604,700,14,21,43,0,212,11
CG3A,CG3A,41,656,496,629,1287,246,2,6,52,1,147,40
H29B,H29B,41,1130,659,1011,1456,765,9,23,99,0,374,74
JEF1,JEF1,41,1302,987,893,1688,1108,8,12,56,0,288,22
SUM1,SUM1,41,1326,461,581,799,1183,8,18,78,0,215,67
G73,G73,41,1215,29,290,47,1332,1,18,22,0,108,6
H05,H05,41,1388,231,525,340,1379,4,19,96,0,209,97
G52,G52,41,1403,114,454,251,1462,8,19,47,0,159,25
G03,G03,41,1449,98,466,114,1625,8,23,48,0,181,14
G56,G56,41,972,262,443,345,845,4,11,96,0,158,218
FR3,FR3,41,521,506,540,1055,262,6,14,61,0,130,39
FR4,FR4,41,474,602,498,1224,150,0,8,44,0,122,26
G51,G51,41,992,304,571,603,795,15,17,74,0,205,158
G30,G30,41,553,625,549,1465,84,1,8,43,0,91,35
H19A,H19A,41,879,117,301,235,855,1,16,43,0,131,16
G23,G23,41,635,318,567,1029,289,2,15,25,0,140,20
H16,H16,41,438,443,458,914,216,4,8,37,0,114,46
PG2,PG2,41,543,1330,732,2165,230,8,6,21,0,165,10
NCGR2,NCGR2,41,462,1173,854,2074,144,4,10,53,0,164,40
G14,G14,41,542,187,435,1022,35,0,10,7,0,78,12
CG2,CG2,41,737,749,854,1733,273,3,9,80,0,198,44
G15,G15,41,602,236,516,1131,53,2,6,26,0,126,10
SCLAY,SCLAY,41,408,1036,561,1767,82,8,7,9,0,131,1
G12,G12,41,563,141,432,874,99,1,16,23,0,115,8
G35,G35,41,486,320,411,1089,25,0,5,14,0,65,19
NWASH,NWASH,41,213,690,323,1073,61,2,3,7,0,79,1
JEF2,JEF2,41,1479,573,836,1108,1335,8,20,74,0,322,21
H24,H24,41,766,862,745,1601,399,7,15,73,0,192,86
FEN2,FEN2,41,549,849,602,1532,281,5,11,23,0,139,9
MON2B,MON2B,41,957,326,501,692,888,1,12,31,0,148,12
SF2,SF2,41,335,843,580,1528,65,3,7,19,0,128,8
G18,G18,41,386,499,422,1189,24,1,4,6,0,76,7
SUM3,SUM3,41,291,580,364,999,83,4,10,37,0,93,9
SUM4,SUM4,41,275,1090,568,1724,68,10,4,13,0,110,4
JAM3,JAM3,41,648,756,570,1291,348,4,14,77,0,142,98
SWASH,SWASH,41,186,476,335,832,73,1,2,5,0,82,2
PG1,PG1,41,578,725,533,1260,372,4,9,36,0,147,8
G32,G32,41,816,793,774,1955,167,6,9,56,0,120,70
JAM5,JAM5,41,305,743,449,1111,71,3,7,41,0,176,88
RINGW,RINGWOOD,42,1089,88,148,137,1052,30,7,17,0,75,7
RRCE,ROANOKE RAPIDS CENTRAL,42,1304,687,1099,1892,916,14,7,24,0,220,17
RR 10,ROANOKE RAPIDS 10,42,1206,410,985,1509,818,14,17,37,0,167,39
UNVERIFIED,UNVERIFIED,42,3692,596,877,1966,2868,107,33,47,0,126,18
RR1-2,ROANOKE RAPIDS 1-2,42,593,216,517,753,447,6,7,22,0,86,5
LIT,LITTLETON,42,1613,554,794,1418,1341,16,14,16,0,150,6
RR7-9,ROANOKE RAPIDS 7-9,42,2623,411,1014,1125,2577,12,17,23,0,289,5
WEL 3,WELDON 3,42,1518,259,479,610,1447,13,9,15,0,160,2
RR 11,ROANOKE RAPIDS 11,42,1083,501,946,1509,815,16,7,29,0,140,14
FAUCT,FAUCETT,42,609,223,317,656,433,6,2,7,0,43,2
ENF1,ENFIELD 1,42,1728,138,303,368,1678,5,5,13,0,99,1
HAL,HALIFAX,42,930,103,262,345,867,3,5,12,0,60,3
WEL1-2,WELDON 1-2,42,1087,105,328,296,1108,3,5,8,0,98,2
SN,SCOTLAND NECK,42,1746,239,399,553,1624,1,7,11,0,183,5
CONC,CONOCONNARA,42,251,39,66,104,220,1,2,5,0,24,0
HPR,HOBGOOD,42,671,189,167,389,546,3,3,10,0,75,1
RR3-4,ROANOKE RAPIDS 3-4,42,794,488,893,1657,322,9,9,20,0,144,14
ENF 2,ENFIELD 2,42,1114,84,147,138,1130,2,3,2,0,67,3
HOL,HOLLISTER,42,1827,98,286,118,985,899,18,34,1,118,38
BUTWD,BUTTERWOOD,42,233,60,97,165,184,7,4,3,0,27,0
PR01,ANDERSON CREEK,43,3246,3446,3823,5416,2479,70,106,504,5,1805,130
PR25,EAST AVERASBORO,43,1582,1135,764,1608,1370,25,14,56,0,393,15
PR24,COATS/GROVE,43,1706,3080,1756,4635,791,31,30,235,1,809,10
PR07,BARBECUE,43,3780,4433,5237,7341,2724,70,130,645,4,2379,157
PR20,STEWARTS CREEK,43,1365,794,681,1125,1243,38,17,55,0,355,7
PR16,JOHNSONVILLE,43,1992,2062,2595,3419,1483,36,64,373,2,1237,35
PR32,CENTRAL HARNETT NEILLS CREEK,43,1151,1634,1288,2788,528,18,25,96,0,584,34
PR08,BLACK RIVER,43,2018,2811,2392,4749,994,26,38,285,0,1105,24
PR28,NORTHWEST HARNETT,43,1411,2876,2019,4513,534,15,35,117,1,1070,21
PR23,BOONE TRAIL,43,1888,1975,1678,3808,825,24,37,188,0,643,16
UNVERIFIED,UNVERIFIED,43,5164,4108,3496,8223,3052,81,114,396,1,803,98
PR29,WEST AVERASBORO,43,1756,1924,1159,2973,1172,38,22,97,0,524,13
PR31,CENTRAL HARNETT LILLINGTON,43,1278,682,709,1326,885,15,12,61,1,363,6
PR26,ERWIN/DUKE,43,1201,1762,971,2747,628,34,18,92,0,406,9
SA,SAUNOOK,44,688,664,737,1934,4,5,6,11,0,122,7
CR,CRABTREE,44,525,500,494,1436,2,1,3,6,0,67,4
BE56,BEAVERDAM 5/6,44,586,552,622,1508,117,2,5,12,0,112,4
AC,ALLENS CREEK,44,667,713,760,1938,11,8,6,20,0,143,14
BE-7,BEAVERDAM 7,44,329,442,393,1082,8,4,3,6,0,60,1
WS-1,WAYNESVILLE SOUTH 1,44,774,643,786,2016,38,2,4,19,0,114,10
UNVERIFIED,UNVERIFIED,44,3243,2247,1965,7141,83,22,24,35,0,137,13
IH,IVY HILL,44,1137,1550,1476,3847,17,12,8,29,0,226,24
ID,IRON DUFF,44,323,320,316,890,1,0,3,3,0,60,2
WE,WAYNESVILLE EAST,44,561,412,536,1402,3,5,3,15,0,77,4
JC,JONATHAN CREEK,44,930,1137,1262,3077,7,7,6,18,0,211,3
P,PIGEON,44,651,1090,836,2427,7,10,5,10,0,114,4
PC,PIGEON CENTER,44,256,465,386,1031,4,3,2,3,0,63,1
HA,HAZELWOOD,44,367,287,364,896,24,3,2,11,0,79,3
BE-4,BEAVERDAM 4,44,455,614,594,1515,19,2,3,19,0,101,4
BE-3,BEAVERDAM 3,44,538,712,658,1753,6,7,5,12,0,118,7
CL-N,CLYDE NORTH,44,651,691,772,1882,24,3,10,20,0,174,1
WO,WHITE OAK,44,79,114,107,272,1,4,1,1,0,20,1
LJ,LAKE JUNALUSKA,44,698,528,654,1760,10,3,2,9,0,88,8
CL-S,CLYDE SOUTH,44,747,858,868,2200,33,8,11,19,0,196,6
BE-1,BEAVERDAM 1,44,345,480,445,1164,11,7,1,4,0,81,2
FC-1,FINES CREEK 1,44,233,276,257,708,3,0,2,5,0,48,0
EF,EAST FORK,44,283,524,361,1085,1,1,2,14,0,62,3
WS-2,WAYNESVILLE SOUTH 2,44,596,495,621,1551,42,2,5,8,0,99,5
WW,WAYNESVILLE WEST,44,538,535,613,1539,13,5,3,12,0,109,5
BE-2,BEAVERDAM 2,44,373,402,433,1071,14,7,6,17,0,88,5
WC,WAYNESVILLE CENTER,44,250,175,262,599,27,3,4,8,0,44,2
FC-2,FINES CREEK 2,44,45,48,65,149,0,1,0,0,0,8,0
CE,CECIL,44,72,195,132,369,1,1,1,0,0,27,0
BC,BIG CREEK,44,11,8,6,25,0,0,0,0,0,0,0
BK,BRICKTON,45,380,505,621,1042,171,2,9,30,0,217,35
ES,ETOWAH SOUTH,45,454,827,995,1989,37,3,11,29,0,198,9
RG,RUGBY,45,464,957,983,2108,29,4,7,37,0,202,17
NW,NORTHWEST,45,483,742,911,1800,58,3,9,36,0,224,6
NE,NORTHEAST,45,493,693,862,1601,129,9,15,63,1,206,24
UNVERIFIED,UNVERIFIED,45,3466,5916,5144,13496,414,17,52,131,0,379,37
FR,FLAT ROCK,45,620,1190,1408,2974,13,3,6,24,0,189,9
EF,EAST FLAT ROCK,45,557,1008,1106,2120,128,5,27,93,0,287,11
LP,LAUREL PARK,45,450,612,821,1720,12,1,4,12,0,122,12
HS,HORSE SHOE,45,479,995,1081,2285,33,2,8,33,0,189,5
HV-1,HENDERSONVILLE-1,45,632,681,1120,2100,94,4,11,29,0,186,9
HC,HOOPERS CREEK,45,686,1304,1445,2836,87,9,15,50,0,412,26
FL,FLETCHER,45,1092,1493,1881,3475,154,13,21,87,0,658,58
SM,SOUTH MILLS RIVER,45,649,1536,1591,3309,30,3,13,36,0,377,8
HV-3,HENDERSONVILLE-3,45,777,681,1217,2153,182,4,17,50,0,261,8
SB,SOUTH BLUE RIDGE,45,475,1377,1267,2739,32,2,17,56,0,265,8
ED,EDNEYVILLE,45,506,1218,1197,2481,62,5,10,50,0,300,13
CC,CLEAR CREEK,45,733,1570,1722,3397,88,8,21,72,0,410,29
LJ,LONG JOHN MOUNTAIN,45,456,742,915,1922,16,3,7,14,0,144,7
BC,BAT CAVE,45,208,323,430,841,8,1,3,12,0,92,4
MG,MOORES GROVE,45,237,417,478,943,42,1,12,27,0,101,6
NM,NORTH MILLS RIVER,45,584,1163,1305,2631,41,5,5,44,0,315,11
PV,PISGAH VIEW,45,447,719,937,1870,27,2,9,17,0,170,8
AT,ATKINSON,45,596,1305,1450,3055,27,4,7,31,0,215,12
GR,GREEN RIVER,45,399,1289,952,2440,21,3,7,22,0,138,9
HV-2,HENDERSONVILLE-2,45,793,712,1095,1884,336,5,28,79,0,247,21
EV,ETOWAH VALLEY,45,497,1115,1072,2377,15,4,10,22,0,242,14
AR,ARMORY,45,335,536,698,1345,20,5,4,27,0,162,6
PR,PARK RIDGE,45,552,1085,1207,2357,75,5,4,58,0,328,17
GM,GRIMESDALE,45,271,465,568,1058,72,2,8,29,0,125,10
RR,RAVEN ROCK,45,196,408,428,916,5,1,5,12,0,92,1
CV,CAROLINA VILLAGE,45,86,244,233,542,0,0,1,3,0,16,1
SW,SOUTHWEST,45,520,932,1121,2286,41,2,10,39,0,189,6
SE,SOUTHEAST,45,314,521,591,1141,59,4,11,58,1,142,10
CB,CRAB CREEK,45,193,562,519,1149,8,2,2,8,0,99,6
NB,NORTH BLUE RIDGE,45,697,1638,1730,3303,86,11,31,152,0,471,11
UNVERIFIED,UNVERIFIED,46,2026,259,345,887,1635,19,13,24,0,48,4
A2,AHOSKIE 2,46,1191,270,501,776,1038,7,11,16,0,111,3
M1,MURFREESBORO 1,46,1676,219,571,709,1522,3,16,32,0,175,9
HV,HARRELLSVILLE,46,506,118,184,359,387,3,1,5,1,52,0
A1,AHOSKIE 1,46,1414,198,400,615,1234,17,6,23,0,100,17
ML,MILLENNIUM,46,219,103,203,361,118,1,5,6,0,34,0
M2,MURFREESBORO 2,46,759,110,201,325,673,1,7,9,0,55,0
WN,WINTON,46,881,88,219,291,780,32,7,9,1,67,1
UN,UNION,46,572,100,188,308,486,7,3,7,0,47,2
SJ,ST JOHN,46,466,79,156,217,449,0,2,4,0,29,0
BR,BRYANTVILLE,46,309,29,72,92,300,0,0,2,0,16,0
CM,COMO,46,238,100,128,265,165,3,2,5,0,24,2
A3,AHOSKIE 3,46,1041,52,184,56,1136,13,7,5,0,57,3
CO,COFIELD,46,385,47,90,117,363,6,3,2,0,30,1
63,RAEFORD #3,47,1840,558,1064,984,1715,78,25,248,0,392,20
12,ROCKFISH,47,1200,1303,1486,2181,966,91,52,267,2,400,30
UNVERIFIED,UNVERIFIED,47,2379,1180,1409,2384,1847,223,63,286,0,131,33
14,WAYSIDE,47,2101,995,1739,1562,2053,49,54,423,7,627,60
03,BLUE SPRINGS,47,513,143,258,229,397,184,2,32,0,63,7
05,MCCAIN,47,611,401,556,812,455,92,17,62,0,120,10
61,RAEFORD #1,47,849,213,380,554,685,45,6,46,0,94,12
06B,PUPPY CREEK,47,1545,1227,1702,2013,1419,54,50,351,3,519,65
15,PHILIPPI,47,1182,593,977,959,1127,34,27,187,0,376,42
64,RAEFORD #4,47,964,398,665,831,798,87,13,90,0,189,19
13,STONEWALL,47,481,379,486,747,285,143,10,64,2,88,7
62,RAEFORD #2,47,489,151,298,407,388,44,5,39,0,51,4
04,BUCHAN,47,376,330,290,559,300,57,3,20,0,54,3
65,RAEFORD #5,47,535,12,95,12,593,3,1,5,0,28,0
01,ALLENDALE,47,178,72,150,52,93,205,3,20,0,26,1
02,ANTIOCH,47,1092,285,571,375,570,794,18,54,0,127,10
OCK,OCRACOKE,48,357,104,306,674,2,0,4,7,0,79,1
SLAD,SLADESVILLE,48,131,50,98,178,87,0,1,0,0,13,0
SQ,SWAN QUARTER,48,243,59,156,317,108,1,2,2,0,28,0
ENG,ENGELHARD,48,236,112,132,306,129,0,2,5,0,38,0
UNVERIFIED,UNVERIFIED,48,375,80,96,376,168,0,0,1,0,6,0
BM,BURGESS MILL,48,53,117,110,253,2,0,0,1,0,24,0
FF,FAIRFIELD,48,166,39,87,204,70,0,0,0,0,18,0
LL,LAKE LANDING,48,222,68,116,212,165,0,1,3,0,25,0
UNVERIFIED,UNVERIFIED,49,5479,6540,4767,13779,2250,23,60,199,0,401,74
BA,BARRINGER,49,961,2378,1926,4192,399,6,20,63,0,567,18
CC4,CODDLE CREEK #4,49,1427,2870,2871,5519,396,13,27,180,0,954,79
ST1,STATESVILLE #1,49,1105,1453,1391,2637,657,6,21,163,0,394,71
DV1-A,DAVIDSON #1-A,49,1721,4566,4027,8166,429,24,39,252,0,1239,165
CC1,CODDLE CREEK #1,49,1504,2527,2632,4964,635,9,27,153,0,833,42
DV1-B,DAVIDSON #1-B,49,1267,4990,3822,8739,148,17,28,164,0,865,118
CC3,CODDLE CREEK #3,49,2115,3720,3864,7323,921,16,42,213,0,1108,76
ST2,STATESVILLE #2,49,1046,1029,1151,2054,674,7,15,89,0,349,38
CC2,CODDLE CREEK #2,49,1681,2195,2680,4454,1046,15,31,133,0,814,63
CD,CONCORD,49,946,2211,1650,3795,419,8,24,100,0,415,46
ST3,STATESVILLE #3,49,1471,1012,1086,1715,1340,9,20,82,0,390,13
TB,TURNERSBURG,49,539,1057,772,1789,279,3,10,41,0,244,2
DV2-B,DAVIDSON #2-B,49,1023,2334,2370,4382,273,16,15,117,0,821,103
ST5,STATESVILLE #5,49,1178,935,1002,1833,892,7,13,61,0,287,22
SH-A,SHILOH-A,49,591,1473,918,2502,165,7,9,46,0,224,29
ST6,STATESVILLE #6,49,1642,1169,1251,1974,1495,5,18,99,0,443,28
EM,EAGLE MILLS,49,204,648,348,1000,71,3,3,13,0,110,0
DV2-A,DAVIDSON #2-A,49,593,2061,1590,3615,48,7,16,80,1,442,35
CH-A,CHAMBERSBURG-A,49,686,975,700,1637,446,2,6,35,0,212,23
ST4,STATESVILLE #4,49,982,1040,949,2110,554,1,17,46,0,227,16
CH-B,CHAMBERSBURG-B,49,619,1219,1058,2196,254,2,15,87,0,320,22
FT,FALLSTOWN,49,1422,3558,2640,6115,635,9,20,80,0,726,35
CS,COOL SPRINGS,49,607,1214,810,2015,309,2,11,53,0,215,26
OL,OLIN,49,224,678,374,1120,41,0,0,7,0,106,2
UG,UNION GROVE,49,239,784,401,1242,22,4,4,24,0,125,3
BE,BETHANY,49,1160,2313,1623,4028,506,6,32,115,0,370,39
NH,NEW HOPE,49,170,678,356,1112,5,2,1,6,0,78,0
SB,SHARPESBURG,49,305,967,571,1630,66,1,5,8,0,132,1
SH-B,SHILOH-B,49,549,1503,1010,2629,181,5,5,31,0,194,17
UNVERIFIED,UNVERIFIED,50,1994,1552,2111,4532,205,300,55,44,0,467,54
SDC,SYLVA DILLSBORO COMBINED,50,2112,1400,2171,4854,110,63,26,103,0,477,50
GLV,GLENVILLE,50,365,748,681,1641,3,3,2,19,0,125,1
CAS,CASHIERS,50,427,790,729,1791,4,4,5,19,0,111,12
QUA,QUALLA,50,1140,1012,1352,1859,28,1160,27,89,0,277,64
CUL,CULLOWHEE,50,1922,1320,3022,4551,419,36,149,100,1,969,39
SAV,SAVANNAH,50,355,369,405,993,8,16,2,9,0,94,7
GCK,GREENS CREEK,50,363,328,382,960,7,12,7,7,0,73,7
SCC,SCOTTS CREEK COMBINED,50,562,501,623,1485,9,19,4,12,0,152,5
WEB,WEBSTER,50,845,461,692,1794,14,17,8,22,0,128,15
BCK,BARKERS CREEK,50,375,519,473,1204,9,28,5,10,1,107,3
CFK,CANEY FORK,50,200,153,224,528,0,4,1,10,0,32,2
RIV,RIVER,50,283,204,295,719,1,2,2,8,0,47,3
CAN,CANADA,50,128,178,162,422,4,3,1,3,0,33,2
PR32,NORTH WILDERS,51,765,1357,1151,2394,317,5,19,75,0,452,11
PR10A,NORTH CLAYTON 1,51,1447,901,1185,1880,950,7,23,82,0,575,16
PR34,SOUTH CLAYTON,51,2613,2070,2536,4084,1787,23,43,231,0,1014,37
UNVERIFIED,UNVERIFIED,51,6070,5210,4281,11382,2993,38,76,315,0,730,27
PR11B,WEST CLAYTON 2,51,1648,1697,2005,3391,971,7,29,126,1,791,34
PR09,EAST CLAYTON,51,1506,2080,2096,4023,762,11,16,119,2,706,43
PR07,NORTH BOON HILL,51,686,1359,848,2225,349,1,14,50,0,244,10
PR12A,NORTH CLEVELAND 1,51,1653,1890,2025,3398,1045,19,39,145,0,868,54
PR29A,ARCHERS LODGE,51,1455,2699,2387,4801,627,22,29,134,1,885,42
PR22,PINE LEVEL,51,852,1425,930,2378,419,9,15,94,0,287,5
PR30,WILSONS MILLS,51,1403,1406,1522,2637,826,9,30,177,0,640,12
PR24,EAST SELMA,51,1174,539,779,1014,978,10,16,121,1,339,13
PR27B,NORTH SMITHFIELD 2,51,1031,1073,1011,1968,631,13,15,101,0,374,13
PR12B,NORTH CLEVELAND 2,51,1416,1948,1864,3523,801,15,37,127,0,690,35
PR20,NORTH ONEALS,51,1126,1423,1273,2307,691,12,20,108,0,672,12
PR31B,SOUTHWEST CLEVELAND,51,1659,2455,2403,4435,859,19,26,159,2,963,54
PR13,NORTH ELEVATION,51,630,1518,956,2370,278,9,14,60,0,360,13
PR29B,FLOWERS PLANTATION,51,2995,4352,4301,7976,1494,34,40,273,2,1740,89
PR23A,NORTH PLEASANT GROVE 1,51,968,1907,1662,3291,420,19,24,107,0,660,16
PR37,INGRAMS,51,1184,1814,1191,3137,498,11,24,134,0,375,10
PR25,WEST SELMA,51,1069,652,855,1230,792,9,17,162,0,360,6
PR31A,SOUTHEAST CLEVELAND,51,748,1301,1200,2313,404,6,14,79,0,414,19
PR11A,WEST CLAYTON 1,51,1025,1147,1041,2059,646,7,12,75,0,395,19
PR23B,NORTH PLEASANT GROVE 2,51,760,1505,1249,2535,354,10,12,89,1,505,8
PR35,BANNER,51,1315,2311,1253,3473,707,16,20,115,0,542,6
PR14,SOUTH ELEVATION,51,433,1351,865,2134,136,8,6,69,0,292,4
PR21,SOUTH ONEALS,51,589,1502,875,2332,171,9,10,95,0,344,5
PR10B,NORTH CLAYTON 2,51,677,1049,866,1865,284,4,9,47,2,367,14
PR38,MEADOW,51,436,1140,525,1739,93,7,5,51,0,205,1
PR28,SOUTH SMITHFIELD,51,1093,1563,1288,2867,517,9,14,112,0,410,15
PR36,BEULAH,51,775,1373,916,2283,422,9,9,61,0,276,4
PR33,SOUTH PLEASANT GROVE,51,788,2071,1405,3129,336,18,21,131,1,617,11
PR26,EAST SMITHFIELD,51,1302,564,733,1038,1055,7,30,111,0,348,10
PR19,MICRO,51,425,825,520,1374,182,9,7,32,0,163,3
PR27A,NORTH SMITHFIELD 1,51,805,541,541,1031,537,1,19,77,0,192,30
PR04,BENTONVILLE,51,383,471,327,809,215,4,4,46,0,103,0
PR08,SOUTH BOON HILL,51,428,1113,651,1808,116,2,9,43,1,211,2
P05,TRENTON,52,756,269,364,607,671,5,6,15,0,82,3
P07,WHITE OAK,52,591,360,329,635,515,1,7,11,0,107,4
UNVERIFIED,UNVERIFIED,52,750,282,291,790,482,3,5,7,0,33,3
P02,CHINQUAPIN,52,124,169,148,342,53,1,1,5,0,39,0
P06,TUCKAHOE,52,164,170,191,411,74,0,3,1,0,36,0
P04,POLLOCKSVILLE,52,711,659,548,1214,488,3,3,19,0,179,12
P03,CYPRESS CREEK,52,166,215,176,443,61,2,1,5,0,43,2
P01,BEAVER CREEK,52,256,209,218,416,194,0,1,8,0,64,0
D2,PRECINCT D2,53,1237,1316,1302,2997,305,12,18,119,0,375,29
UNVERIFIED,UNVERIFIED,53,2788,1556,1467,4001,1388,22,34,148,0,195,23
D1,PRECINCT D1,53,1176,1526,1449,3055,441,17,26,124,1,444,43
A1,PRECINCT A1,53,2031,1064,1608,2366,1320,16,54,253,2,660,32
A2,PRECINCT A2,53,2653,895,1585,1848,1983,15,73,415,1,783,15
E2,PRECINCT E2,53,1367,1175,1530,2428,753,19,34,208,0,593,37
B2,PRECINCT B2,53,885,650,857,1308,516,7,17,110,1,417,16
C2,PRECINCT C2,53,1149,1642,1273,3055,417,19,31,113,2,415,12
E1,PRECINCT E1,53,787,919,855,1985,236,9,15,53,0,257,6
C1,PRECINCT C1,53,1283,1493,1552,2938,649,17,32,152,0,525,15
B1,PRECINCT B1,53,670,737,712,1522,326,3,3,24,0,234,7
MH,MOSELEY HALL,54,1719,967,677,1650,1333,3,9,52,0,312,4
K3,KINSTON-3,54,849,143,276,320,792,2,4,27,0,118,5
K7,KINSTON-7,54,1215,170,295,262,1276,0,3,7,0,132,0
K9,KINSTON-9,54,1195,282,375,612,1061,2,9,33,0,125,10
UNVERIFIED,UNVERIFIED,54,4365,1342,1290,3478,3243,13,34,62,0,145,22
C,CONTENTNEA,54,967,698,485,1113,790,4,4,32,0,201,6
SW,SOUTHWEST,54,257,404,302,774,105,2,3,10,0,66,3
K8,KINSTON-8,54,772,21,140,22,815,2,5,4,0,85,0
K6,KINSTON-6,54,1434,156,348,214,1518,4,10,13,0,167,12
I,INSTITUTE,54,525,631,477,1095,366,2,5,25,0,138,2
T1,TRENT-1,54,327,573,333,996,121,0,10,26,0,79,1
K4,KINSTON-4,54,1176,549,697,1371,834,2,6,37,0,155,17
FC,FALLING CREEK,54,1301,1434,1188,2698,822,13,9,60,0,310,11
V,VANCE,54,1002,523,465,916,901,1,6,15,0,149,2
N,NEUSE,54,1072,1065,813,1920,685,7,12,54,0,270,2
K5,KINSTON-5,54,904,142,278,344,826,2,3,9,0,135,5
PH2,PINK HILL-2,54,284,506,328,885,82,3,3,40,0,103,2
SH,SANDHILL,54,167,304,207,513,86,1,3,7,0,66,2
T2,TRENT-2,54,204,436,257,738,59,3,4,24,0,69,0
PH1,PINK HILL-1,54,162,268,172,482,34,2,5,20,0,59,0
K1,KINSTON -1,54,630,45,177,20,706,2,6,9,0,109,0
K2,KINSTON-2,54,716,44,158,42,781,1,8,6,0,80,0
W,WOODINGTON,54,253,500,307,908,65,0,2,10,0,74,1
WP32,WESTPORT,55,818,2832,2155,4716,189,3,12,74,0,781,30
BC13,BOGER CITY,55,545,596,638,1102,245,3,15,98,0,304,12
LB34,LABORATORY,55,594,1313,903,2416,56,3,7,54,0,267,7
UNVERIFIED,UNVERIFIED,55,2344,2877,1871,6324,491,12,17,66,0,172,10
CF19,COWANS FORD,55,218,855,606,1441,20,2,3,19,0,189,5
OB21,ORE BANK,55,305,1308,714,2022,49,4,4,34,0,201,13
DN29,DENVER,55,501,1794,1275,2960,88,3,8,44,0,449,18
LW31,LOWESVILLE,55,785,1960,1611,3557,183,10,7,39,0,538,22
PC22,PUMPKIN CENTER,55,379,1373,851,2241,45,4,7,41,0,260,5
DW28,DENVER WEST,55,483,1533,938,2397,132,6,5,34,0,368,12
HC33,HOWARDS CREEK,55,681,1645,1191,2989,60,2,13,79,0,366,8
LN11,LINCOLNTON/NORTH,55,568,520,559,1176,241,2,9,42,0,173,4
NB35,NORTH BROOK 3A,55,681,1975,1129,3359,61,4,3,32,0,320,6
ST36,STARTOWN,55,832,1471,1176,2579,323,5,15,113,0,436,8
TA37,TRIANGLE A,55,610,1826,1372,3143,121,10,4,42,0,469,19
DV08,DANIELS/VALE,55,559,1445,939,2615,37,1,4,33,0,252,1
BS26,BUFFALO SHOALS,55,519,1004,601,1589,256,0,4,33,0,233,9
SL24,SALEM,55,374,824,543,1429,81,3,5,39,0,173,11
IS20,IRON STATION SOUTH,55,271,858,576,1454,59,3,7,12,0,165,5
LI14,LITHIA,55,361,621,445,1194,66,0,3,20,0,138,6
IS23,IRON STATION,55,571,1274,827,2119,239,5,6,30,0,268,5
LS12,LINCOLNTON/SOUTH,55,632,557,596,1242,274,4,11,56,0,188,10
AS25,ASBURY,55,531,1164,708,1951,97,6,7,58,0,268,16
LW18,LOWESVILLE WEST,55,305,572,370,914,169,3,5,9,0,144,3
UNVERIFIED,UNVERIFIED,56,1485,1972,1345,4567,51,7,8,29,0,131,9
13,NANTAHALA,56,78,329,188,544,0,3,0,3,0,44,1
08,SUGARFORK,56,76,240,145,432,0,1,0,2,0,25,1
11,SMITHBRIDGE,56,566,1305,951,2629,4,5,5,14,0,160,5
01,NORTH FRANKLIN,56,610,1014,877,2246,29,5,10,42,1,154,14
03,EAST FRANKLIN,56,590,1067,925,2308,36,5,3,45,0,173,12
05,UNION,56,576,1081,934,2375,6,9,8,35,0,151,7
07,ELLIJAY,56,417,961,699,1923,7,6,3,15,0,109,14
06,MILLSHOAL,56,416,1001,811,2040,6,5,5,18,0,150,4
15,COWEE,56,417,871,712,1876,7,4,4,17,0,89,3
14,BURNINGTOWN,56,119,375,247,700,0,1,1,5,0,34,0
